City,Week,Product,Quantity Ordered
Portland,37,27in FHD Monitor,5
Portland,37,34in Ultrawide Monitor,9
Portland,37,AA Batteries (4-pack),24
Portland,37,AAA Batteries (4-pack),24
Portland,37,Apple Airpods Headphones,19
Portland,37,Bose SoundSport Headphones,17
Portland,37,Flatscreen TV,2
Portland,37,Google Phone,5
Portland,37,Lightning Charging Cable,24
Portland,37,Macbook Pro Laptop,7
Portland,37,ThinkPad Laptop,3
Portland,37,USB-C Charging Cable,27
Portland,37,Vareebadd Phone,3
Portland,37,Wired Headphones,25
Portland,37,iPhone,7
Portland,38,20in Monitor,8
Portland,38,27in 4K Gaming Monitor,9
Portland,38,27in FHD Monitor,7
Portland,38,34in Ultrawide Monitor,7
Portland,38,AA Batteries (4-pack),25
Portland,38,AAA Batteries (4-pack),48
Portland,38,Apple Airpods Headphones,11
Portland,38,Bose SoundSport Headphones,14
Portland,38,Flatscreen TV,6
Portland,38,Google Phone,6
Portland,38,LG Washing Machine,1
Portland,38,Lightning Charging Cable,18
Portland,38,Macbook Pro Laptop,3
Portland,38,ThinkPad Laptop,2
Portland,38,USB-C Charging Cable,20
Portland,38,Vareebadd Phone,2
Portland,38,Wired Headphones,23
Portland,38,iPhone,3
Portland,39,20in Monitor,2
Portland,39,27in 4K Gaming Monitor,4
Portland,39,27in FHD Monitor,6
Portland,39,34in Ultrawide Monitor,3
Portland,39,AA Batteries (4-pack),29
Portland,39,AAA Batteries (4-pack),27
Portland,39,Apple Airpods Headphones,14
Portland,39,Bose SoundSport Headphones,14
Portland,39,Flatscreen TV,3
Portland,39,Google Phone,6
Portland,39,LG Dryer,1
Portland,39,Lightning Charging Cable,20
Portland,39,Macbook Pro Laptop,5
Portland,39,ThinkPad Laptop,4
Portland,39,USB-C Charging Cable,19
Portland,39,Vareebadd Phone,2
Portland,39,Wired Headphones,14
Portland,39,iPhone,7
Portland,40,20in Monitor,6
Portland,40,27in 4K Gaming Monitor,11
Portland,40,27in FHD Monitor,14
Portland,40,34in Ultrawide Monitor,10
Portland,40,AA Batteries (4-pack),38
Portland,40,AAA Batteries (4-pack),43
Portland,40,Apple Airpods Headphones,28
Portland,40,Bose SoundSport Headphones,21
Portland,40,Flatscreen TV,8
Portland,40,Google Phone,11
Portland,40,Lightning Charging Cable,36
Portland,40,Macbook Pro Laptop,5
Portland,40,ThinkPad Laptop,7
Portland,40,USB-C Charging Cable,37
Portland,40,Vareebadd Phone,1
Portland,40,Wired Headphones,46
Portland,40,iPhone,11
Portland,41,20in Monitor,7
Portland,41,27in 4K Gaming Monitor,11
Portland,41,27in FHD Monitor,8
Portland,41,34in Ultrawide Monitor,8
Portland,41,AA Batteries (4-pack),50
Portland,41,AAA Batteries (4-pack),56
Portland,41,Apple Airpods Headphones,29
Portland,41,Bose SoundSport Headphones,22
Portland,41,Flatscreen TV,8
Portland,41,Google Phone,9
Portland,41,LG Washing Machine,1
Portland,41,Lightning Charging Cable,48
Portland,41,Macbook Pro Laptop,7
Portland,41,ThinkPad Laptop,11
Portland,41,USB-C Charging Cable,40
Portland,41,Vareebadd Phone,5
Portland,41,Wired Headphones,33
Portland,41,iPhone,9
Portland,42,20in Monitor,3
Portland,42,27in 4K Gaming Monitor,20
Portland,42,27in FHD Monitor,22
Portland,42,34in Ultrawide Monitor,7
Portland,42,AA Batteries (4-pack),61
Portland,42,AAA Batteries (4-pack),57
Portland,42,Apple Airpods Headphones,21
Portland,42,Bose SoundSport Headphones,13
Portland,42,Flatscreen TV,4
Portland,42,Google Phone,8
Portland,42,LG Dryer,1
Portland,42,LG Washing Machine,1
Portland,42,Lightning Charging Cable,39
Portland,42,Macbook Pro Laptop,14
Portland,42,ThinkPad Laptop,5
Portland,42,USB-C Charging Cable,47
Portland,42,Vareebadd Phone,1
Portland,42,Wired Headphones,29
Portland,42,iPhone,8
Portland,43,20in Monitor,5
Portland,43,27in 4K Gaming Monitor,6
Portland,43,27in FHD Monitor,9
Portland,43,34in Ultrawide Monitor,12
Portland,43,AA Batteries (4-pack),37
Portland,43,AAA Batteries (4-pack),43
Portland,43,Apple Airpods Headphones,21
Portland,43,Bose SoundSport Headphones,33
Portland,43,Flatscreen TV,8
Portland,43,Google Phone,8
Portland,43,LG Washing Machine,1
Portland,43,Lightning Charging Cable,52
Portland,43,Macbook Pro Laptop,7
Portland,43,ThinkPad Laptop,5
Portland,43,USB-C Charging Cable,47
Portland,43,Vareebadd Phone,1
Portland,43,Wired Headphones,35
Portland,43,iPhone,13
Portland,44,20in Monitor,5
Portland,44,27in 4K Gaming Monitor,10
Portland,44,27in FHD Monitor,15
Portland,44,34in Ultrawide Monitor,12
Portland,44,AA Batteries (4-pack),45
Portland,44,AAA Batteries (4-pack),44
Portland,44,Apple Airpods Headphones,24
Portland,44,Bose SoundSport Headphones,23
Portland,44,Flatscreen TV,9
Portland,44,Google Phone,11
Portland,44,LG Dryer,2
Portland,44,LG Washing Machine,1
Portland,44,Lightning Charging Cable,32
Portland,44,Macbook Pro Laptop,10
Portland,44,ThinkPad Laptop,7
Portland,44,USB-C Charging Cable,43
Portland,44,Vareebadd Phone,2
Portland,44,Wired Headphones,34
Portland,44,iPhone,14
Portland,45,20in Monitor,5
Portland,45,27in 4K Gaming Monitor,8
Portland,45,27in FHD Monitor,10
Portland,45,34in Ultrawide Monitor,4
Portland,45,AA Batteries (4-pack),40
Portland,45,AAA Batteries (4-pack),48
Portland,45,Apple Airpods Headphones,29
Portland,45,Bose SoundSport Headphones,20
Portland,45,Flatscreen TV,10
Portland,45,Google Phone,9
Portland,45,Lightning Charging Cable,41
Portland,45,Macbook Pro Laptop,11
Portland,45,ThinkPad Laptop,3
Portland,45,USB-C Charging Cable,38
Portland,45,Vareebadd Phone,2
Portland,45,Wired Headphones,29
Portland,45,iPhone,3
Portland,46,20in Monitor,7
Portland,46,27in 4K Gaming Monitor,8
Portland,46,27in FHD Monitor,15
Portland,46,34in Ultrawide Monitor,8
Portland,46,AA Batteries (4-pack),25
Portland,46,AAA Batteries (4-pack),49
Portland,46,Apple Airpods Headphones,19
Portland,46,Bose SoundSport Headphones,22
Portland,46,Flatscreen TV,7
Portland,46,Google Phone,10
Portland,46,LG Washing Machine,1
Portland,46,Lightning Charging Cable,24
Portland,46,Macbook Pro Laptop,2
Portland,46,ThinkPad Laptop,2
Portland,46,USB-C Charging Cable,27
Portland,46,Vareebadd Phone,2
Portland,46,Wired Headphones,25
Portland,46,iPhone,10
Portland,47,20in Monitor,6
Portland,47,27in 4K Gaming Monitor,9
Portland,47,27in FHD Monitor,11
Portland,47,34in Ultrawide Monitor,11
Portland,47,AA Batteries (4-pack),42
Portland,47,AAA Batteries (4-pack),46
Portland,47,Apple Airpods Headphones,28
Portland,47,Bose SoundSport Headphones,20
Portland,47,Flatscreen TV,7
Portland,47,Google Phone,5
Portland,47,LG Dryer,2
Portland,47,Lightning Charging Cable,37
Portland,47,Macbook Pro Laptop,8
Portland,47,ThinkPad Laptop,4
Portland,47,USB-C Charging Cable,34
Portland,47,Vareebadd Phone,3
Portland,47,Wired Headphones,35
Portland,47,iPhone,11
Portland,48,20in Monitor,8
Portland,48,27in 4K Gaming Monitor,5
Portland,48,27in FHD Monitor,12
Portland,48,34in Ultrawide Monitor,13
Portland,48,AA Batteries (4-pack),79
Portland,48,AAA Batteries (4-pack),47
Portland,48,Apple Airpods Headphones,23
Portland,48,Bose SoundSport Headphones,17
Portland,48,Flatscreen TV,3
Portland,48,Google Phone,13
Portland,48,LG Dryer,1
Portland,48,LG Washing Machine,1
Portland,48,Lightning Charging Cable,27
Portland,48,Macbook Pro Laptop,6
Portland,48,ThinkPad Laptop,10
Portland,48,USB-C Charging Cable,37
Portland,48,Vareebadd Phone,2
Portland,48,Wired Headphones,31
Portland,48,iPhone,9
Portland,49,20in Monitor,8
Portland,49,27in 4K Gaming Monitor,9
Portland,49,27in FHD Monitor,23
Portland,49,34in Ultrawide Monitor,12
Portland,49,AA Batteries (4-pack),63
Portland,49,AAA Batteries (4-pack),35
Portland,49,Apple Airpods Headphones,33
Portland,49,Bose SoundSport Headphones,21
Portland,49,Flatscreen TV,7
Portland,49,Google Phone,8
Portland,49,LG Dryer,2
Portland,49,LG Washing Machine,1
Portland,49,Lightning Charging Cable,46
Portland,49,Macbook Pro Laptop,18
Portland,49,ThinkPad Laptop,9
Portland,49,USB-C Charging Cable,41
Portland,49,Vareebadd Phone,1
Portland,49,Wired Headphones,34
Portland,49,iPhone,8
Portland,50,20in Monitor,8
Portland,50,27in 4K Gaming Monitor,14
Portland,50,27in FHD Monitor,13
Portland,50,34in Ultrawide Monitor,11
Portland,50,AA Batteries (4-pack),54
Portland,50,AAA Batteries (4-pack),96
Portland,50,Apple Airpods Headphones,31
Portland,50,Bose SoundSport Headphones,30
Portland,50,Flatscreen TV,5
Portland,50,Google Phone,10
Portland,50,LG Washing Machine,2
Portland,50,Lightning Charging Cable,51
Portland,50,Macbook Pro Laptop,8
Portland,50,ThinkPad Laptop,5
Portland,50,USB-C Charging Cable,39
Portland,50,Wired Headphones,27
Portland,50,iPhone,16
Portland,51,20in Monitor,8
Portland,51,27in 4K Gaming Monitor,11
Portland,51,27in FHD Monitor,15
Portland,51,34in Ultrawide Monitor,10
Portland,51,AA Batteries (4-pack),51
Portland,51,AAA Batteries (4-pack),70
Portland,51,Apple Airpods Headphones,34
Portland,51,Bose SoundSport Headphones,33
Portland,51,Flatscreen TV,6
Portland,51,Google Phone,11
Portland,51,LG Dryer,2
Portland,51,Lightning Charging Cable,48
Portland,51,Macbook Pro Laptop,9
Portland,51,ThinkPad Laptop,6
Portland,51,USB-C Charging Cable,56
Portland,51,Vareebadd Phone,7
Portland,51,Wired Headphones,35
Portland,51,iPhone,15
Portland,52,20in Monitor,10
Portland,52,27in 4K Gaming Monitor,14
Portland,52,27in FHD Monitor,11
Portland,52,34in Ultrawide Monitor,13
Portland,52,AA Batteries (4-pack),48
Portland,52,AAA Batteries (4-pack),71
Portland,52,Apple Airpods Headphones,41
Portland,52,Bose SoundSport Headphones,21
Portland,52,Flatscreen TV,14
Portland,52,Google Phone,11
Portland,52,LG Dryer,1
Portland,52,Lightning Charging Cable,49
Portland,52,Macbook Pro Laptop,10
Portland,52,ThinkPad Laptop,11
Portland,52,USB-C Charging Cable,51
Portland,52,Vareebadd Phone,6
Portland,52,Wired Headphones,50
Portland,52,iPhone,13
San Francisco,1,20in Monitor,19
San Francisco,1,27in 4K Gaming Monitor,23
San Francisco,1,27in FHD Monitor,28
San Francisco,1,34in Ultrawide Monitor,21
San Francisco,1,AA Batteries (4-pack),132
San Francisco,1,AAA Batteries (4-pack),158
San Francisco,1,Apple Airpods Headphones,71
San Francisco,1,Bose SoundSport Headphones,44
San Francisco,1,Flatscreen TV,15
San Francisco,1,Google Phone,28
San Francisco,1,LG Dryer,6
San Francisco,1,LG Washing Machine,8
San Francisco,1,Lightning Charging Cable,115
San Francisco,1,Macbook Pro Laptop,23
San Francisco,1,ThinkPad Laptop,26
San Francisco,1,USB-C Charging Cable,101
San Francisco,1,Vareebadd Phone,9
San Francisco,1,Wired Headphones,86
San Francisco,1,iPhone,29
San Francisco,2,20in Monitor,12
San Francisco,2,27in 4K Gaming Monitor,25
San Francisco,2,27in FHD Monitor,26
San Francisco,2,34in Ultrawide Monitor,14
San Francisco,2,AA Batteries (4-pack),80
San Francisco,2,AAA Batteries (4-pack),89
San Francisco,2,Apple Airpods Headphones,53
San Francisco,2,Bose SoundSport Headphones,36
San Francisco,2,Flatscreen TV,5
San Francisco,2,Google Phone,13
San Francisco,2,Lightning Charging Cable,70
San Francisco,2,Macbook Pro Laptop,11
San Francisco,2,ThinkPad Laptop,9
San Francisco,2,USB-C Charging Cable,71
San Francisco,2,Vareebadd Phone,7
San Francisco,2,Wired Headphones,70
San Francisco,2,iPhone,24
San Francisco,3,20in Monitor,11
San Francisco,3,27in 4K Gaming Monitor,14
San Francisco,3,27in FHD Monitor,25
San Francisco,3,34in Ultrawide Monitor,21
San Francisco,3,AA Batteries (4-pack),87
San Francisco,3,AAA Batteries (4-pack),91
San Francisco,3,Apple Airpods Headphones,54
San Francisco,3,Bose SoundSport Headphones,37
San Francisco,3,Flatscreen TV,15
San Francisco,3,Google Phone,24
San Francisco,3,LG Dryer,2
San Francisco,3,LG Washing Machine,3
San Francisco,3,Lightning Charging Cable,58
San Francisco,3,Macbook Pro Laptop,10
San Francisco,3,ThinkPad Laptop,5
San Francisco,3,USB-C Charging Cable,73
San Francisco,3,Vareebadd Phone,4
San Francisco,3,Wired Headphones,52
San Francisco,3,iPhone,18
San Francisco,4,20in Monitor,16
San Francisco,4,27in 4K Gaming Monitor,17
San Francisco,4,27in FHD Monitor,24
San Francisco,4,34in Ultrawide Monitor,13
San Francisco,4,AA Batteries (4-pack),84
San Francisco,4,AAA Batteries (4-pack),68
San Francisco,4,Apple Airpods Headphones,34
San Francisco,4,Bose SoundSport Headphones,35
San Francisco,4,Flatscreen TV,10
San Francisco,4,Google Phone,22
San Francisco,4,LG Dryer,1
San Francisco,4,LG Washing Machine,2
San Francisco,4,Lightning Charging Cable,54
San Francisco,4,Macbook Pro Laptop,11
San Francisco,4,ThinkPad Laptop,11
San Francisco,4,USB-C Charging Cable,75
San Francisco,4,Vareebadd Phone,9
San Francisco,4,Wired Headphones,72
San Francisco,4,iPhone,27
San Francisco,5,20in Monitor,12
San Francisco,5,27in 4K Gaming Monitor,23
San Francisco,5,27in FHD Monitor,20
San Francisco,5,34in Ultrawide Monitor,14
San Francisco,5,AA Batteries (4-pack),101
San Francisco,5,AAA Batteries (4-pack),76
San Francisco,5,Apple Airpods Headphones,56
San Francisco,5,Bose SoundSport Headphones,45
San Francisco,5,Flatscreen TV,9
San Francisco,5,Google Phone,22
San Francisco,5,LG Dryer,3
San Francisco,5,LG Washing Machine,4
San Francisco,5,Lightning Charging Cable,74
San Francisco,5,Macbook Pro Laptop,16
San Francisco,5,ThinkPad Laptop,14
San Francisco,5,USB-C Charging Cable,86
San Francisco,5,Vareebadd Phone,3
San Francisco,5,Wired Headphones,72
San Francisco,5,iPhone,29
San Francisco,6,20in Monitor,9
San Francisco,6,27in 4K Gaming Monitor,25
San Francisco,6,27in FHD Monitor,35
San Francisco,6,34in Ultrawide Monitor,23
San Francisco,6,AA Batteries (4-pack),82
San Francisco,6,AAA Batteries (4-pack),105
San Francisco,6,Apple Airpods Headphones,66
San Francisco,6,Bose SoundSport Headphones,49
San Francisco,6,Flatscreen TV,15
San Francisco,6,Google Phone,31
San Francisco,6,LG Dryer,1
San Francisco,6,LG Washing Machine,3
San Francisco,6,Lightning Charging Cable,65
San Francisco,6,Macbook Pro Laptop,19
San Francisco,6,ThinkPad Laptop,21
San Francisco,6,USB-C Charging Cable,112
San Francisco,6,Vareebadd Phone,3
San Francisco,6,Wired Headphones,73
San Francisco,6,iPhone,24
San Francisco,7,20in Monitor,17
San Francisco,7,27in 4K Gaming Monitor,27
San Francisco,7,27in FHD Monitor,23
San Francisco,7,34in Ultrawide Monitor,30
San Francisco,7,AA Batteries (4-pack),101
San Francisco,7,AAA Batteries (4-pack),142
San Francisco,7,Apple Airpods Headphones,66
San Francisco,7,Bose SoundSport Headphones,42
San Francisco,7,Flatscreen TV,22
San Francisco,7,Google Phone,23
San Francisco,7,LG Dryer,4
San Francisco,7,LG Washing Machine,2
San Francisco,7,Lightning Charging Cable,111
San Francisco,7,Macbook Pro Laptop,16
San Francisco,7,ThinkPad Laptop,19
San Francisco,7,USB-C Charging Cable,94
San Francisco,7,Vareebadd Phone,8
San Francisco,7,Wired Headphones,86
San Francisco,7,iPhone,25
San Francisco,8,20in Monitor,10
San Francisco,8,27in 4K Gaming Monitor,21
San Francisco,8,27in FHD Monitor,33
San Francisco,8,34in Ultrawide Monitor,18
San Francisco,8,AA Batteries (4-pack),108
San Francisco,8,AAA Batteries (4-pack),115
San Francisco,8,Apple Airpods Headphones,72
San Francisco,8,Bose SoundSport Headphones,49
San Francisco,8,Flatscreen TV,18
San Francisco,8,Google Phone,33
San Francisco,8,LG Dryer,1
San Francisco,8,LG Washing Machine,2
San Francisco,8,Lightning Charging Cable,83
San Francisco,8,Macbook Pro Laptop,24
San Francisco,8,ThinkPad Laptop,14
San Francisco,8,USB-C Charging Cable,99
San Francisco,8,Vareebadd Phone,3
San Francisco,8,Wired Headphones,82
San Francisco,8,iPhone,27
San Francisco,9,20in Monitor,16
San Francisco,9,27in 4K Gaming Monitor,30
San Francisco,9,27in FHD Monitor,33
San Francisco,9,34in Ultrawide Monitor,26
San Francisco,9,AA Batteries (4-pack),119
San Francisco,9,AAA Batteries (4-pack),123
San Francisco,9,Apple Airpods Headphones,67
San Francisco,9,Bose SoundSport Headphones,47
San Francisco,9,Flatscreen TV,24
San Francisco,9,Google Phone,24
San Francisco,9,LG Dryer,3
San Francisco,9,LG Washing Machine,5
San Francisco,9,Lightning Charging Cable,86
San Francisco,9,Macbook Pro Laptop,16
San Francisco,9,ThinkPad Laptop,18
San Francisco,9,USB-C Charging Cable,108
San Francisco,9,Vareebadd Phone,6
San Francisco,9,Wired Headphones,85
San Francisco,9,iPhone,30
San Francisco,10,20in Monitor,22
San Francisco,10,27in 4K Gaming Monitor,30
San Francisco,10,27in FHD Monitor,42
San Francisco,10,34in Ultrawide Monitor,27
San Francisco,10,AA Batteries (4-pack),126
San Francisco,10,AAA Batteries (4-pack),118
San Francisco,10,Apple Airpods Headphones,61
San Francisco,10,Bose SoundSport Headphones,68
San Francisco,10,Flatscreen TV,27
San Francisco,10,Google Phone,26
San Francisco,10,LG Dryer,5
San Francisco,10,LG Washing Machine,1
San Francisco,10,Lightning Charging Cable,104
San Francisco,10,Macbook Pro Laptop,27
San Francisco,10,ThinkPad Laptop,21
San Francisco,10,USB-C Charging Cable,106
San Francisco,10,Vareebadd Phone,11
San Francisco,10,Wired Headphones,85
San Francisco,10,iPhone,42
San Francisco,11,20in Monitor,18
San Francisco,11,27in 4K Gaming Monitor,30
San Francisco,11,27in FHD Monitor,30
San Francisco,11,34in Ultrawide Monitor,22
San Francisco,11,AA Batteries (4-pack),108
San Francisco,11,AAA Batteries (4-pack),133
San Francisco,11,Apple Airpods Headphones,84
San Francisco,11,Bose SoundSport Headphones,59
San Francisco,11,Flatscreen TV,14
San Francisco,11,Google Phone,17
San Francisco,11,LG Dryer,1
San Francisco,11,LG Washing Machine,3
San Francisco,11,Lightning Charging Cable,97
San Francisco,11,Macbook Pro Laptop,17
San Francisco,11,ThinkPad Laptop,13
San Francisco,11,USB-C Charging Cable,114
San Francisco,11,Vareebadd Phone,17
San Francisco,11,Wired Headphones,79
San Francisco,11,iPhone,32
San Francisco,12,20in Monitor,21
San Francisco,12,27in 4K Gaming Monitor,25
San Francisco,12,27in FHD Monitor,27
San Francisco,12,34in Ultrawide Monitor,33
San Francisco,12,AA Batteries (4-pack),116
San Francisco,12,AAA Batteries (4-pack),131
San Francisco,12,Apple Airpods Headphones,70
San Francisco,12,Bose SoundSport Headphones,69
San Francisco,12,Flatscreen TV,25
San Francisco,12,Google Phone,33
San Francisco,12,LG Dryer,5
San Francisco,12,LG Washing Machine,6
San Francisco,12,Lightning Charging Cable,100
San Francisco,12,Macbook Pro Laptop,18
San Francisco,12,ThinkPad Laptop,17
San Francisco,12,USB-C Charging Cable,130
San Francisco,12,Vareebadd Phone,8
San Francisco,12,Wired Headphones,76
San Francisco,12,iPhone,24
San Francisco,13,20in Monitor,16
San Francisco,13,27in 4K Gaming Monitor,21
San Francisco,13,27in FHD Monitor,26
San Francisco,13,34in Ultrawide Monitor,24
San Francisco,13,AA Batteries (4-pack),89
San Francisco,13,AAA Batteries (4-pack),150
San Francisco,13,Apple Airpods Headphones,69
San Francisco,13,Bose SoundSport Headphones,70
San Francisco,13,Flatscreen TV,16
San Francisco,13,Google Phone,17
San Francisco,13,LG Dryer,3
San Francisco,13,LG Washing Machine,6
San Francisco,13,Lightning Charging Cable,100
San Francisco,13,Macbook Pro Laptop,26
San Francisco,13,ThinkPad Laptop,19
San Francisco,13,USB-C Charging Cable,97
San Francisco,13,Vareebadd Phone,8
San Francisco,13,Wired Headphones,71
San Francisco,13,iPhone,35
San Francisco,14,20in Monitor,18
San Francisco,14,27in 4K Gaming Monitor,24
San Francisco,14,27in FHD Monitor,38
San Francisco,14,34in Ultrawide Monitor,42
San Francisco,14,AA Batteries (4-pack),152
San Francisco,14,AAA Batteries (4-pack),167
San Francisco,14,Apple Airpods Headphones,97
San Francisco,14,Bose SoundSport Headphones,67
San Francisco,14,Flatscreen TV,24
San Francisco,14,Google Phone,37
San Francisco,14,LG Dryer,6
San Francisco,14,LG Washing Machine,3
San Francisco,14,Lightning Charging Cable,122
San Francisco,14,Macbook Pro Laptop,24
San Francisco,14,ThinkPad Laptop,23
San Francisco,14,USB-C Charging Cable,143
San Francisco,14,Vareebadd Phone,12
San Francisco,14,Wired Headphones,138
San Francisco,14,iPhone,37
San Francisco,15,20in Monitor,17
San Francisco,15,27in 4K Gaming Monitor,30
San Francisco,15,27in FHD Monitor,38
San Francisco,15,34in Ultrawide Monitor,44
San Francisco,15,AA Batteries (4-pack),176
San Francisco,15,AAA Batteries (4-pack),184
San Francisco,15,Apple Airpods Headphones,89
San Francisco,15,Bose SoundSport Headphones,78
San Francisco,15,Flatscreen TV,26
San Francisco,15,Google Phone,32
San Francisco,15,LG Dryer,1
San Francisco,15,LG Washing Machine,5
San Francisco,15,Lightning Charging Cable,129
San Francisco,15,Macbook Pro Laptop,26
San Francisco,15,ThinkPad Laptop,22
San Francisco,15,USB-C Charging Cable,137
San Francisco,15,Vareebadd Phone,11
San Francisco,15,Wired Headphones,125
San Francisco,15,iPhone,41
San Francisco,16,20in Monitor,13
San Francisco,16,27in 4K Gaming Monitor,34
San Francisco,16,27in FHD Monitor,51
San Francisco,16,34in Ultrawide Monitor,36
San Francisco,16,AA Batteries (4-pack),150
San Francisco,16,AAA Batteries (4-pack),152
San Francisco,16,Apple Airpods Headphones,68
San Francisco,16,Bose SoundSport Headphones,80
San Francisco,16,Flatscreen TV,30
San Francisco,16,Google Phone,23
San Francisco,16,LG Dryer,6
San Francisco,16,LG Washing Machine,1
San Francisco,16,Lightning Charging Cable,160
San Francisco,16,Macbook Pro Laptop,29
San Francisco,16,ThinkPad Laptop,16
San Francisco,16,USB-C Charging Cable,134
San Francisco,16,Vareebadd Phone,13
San Francisco,16,Wired Headphones,104
San Francisco,16,iPhone,39
San Francisco,17,20in Monitor,20
San Francisco,17,27in 4K Gaming Monitor,33
San Francisco,17,27in FHD Monitor,27
San Francisco,17,34in Ultrawide Monitor,45
San Francisco,17,AA Batteries (4-pack),160
San Francisco,17,AAA Batteries (4-pack),175
San Francisco,17,Apple Airpods Headphones,97
San Francisco,17,Bose SoundSport Headphones,79
San Francisco,17,Flatscreen TV,28
San Francisco,17,Google Phone,23
San Francisco,17,LG Dryer,4
San Francisco,17,LG Washing Machine,7
San Francisco,17,Lightning Charging Cable,133
San Francisco,17,Macbook Pro Laptop,28
San Francisco,17,ThinkPad Laptop,20
San Francisco,17,USB-C Charging Cable,101
San Francisco,17,Vareebadd Phone,7
San Francisco,17,Wired Headphones,108
San Francisco,17,iPhone,34
San Francisco,18,20in Monitor,26
San Francisco,18,27in 4K Gaming Monitor,25
San Francisco,18,27in FHD Monitor,44
San Francisco,18,34in Ultrawide Monitor,29
San Francisco,18,AA Batteries (4-pack),114
San Francisco,18,AAA Batteries (4-pack),166
San Francisco,18,Apple Airpods Headphones,61
San Francisco,18,Bose SoundSport Headphones,79
San Francisco,18,Flatscreen TV,16
San Francisco,18,Google Phone,43
San Francisco,18,LG Washing Machine,5
San Francisco,18,Lightning Charging Cable,102
San Francisco,18,Macbook Pro Laptop,26
San Francisco,18,ThinkPad Laptop,26
San Francisco,18,USB-C Charging Cable,114
San Francisco,18,Vareebadd Phone,13
San Francisco,18,Wired Headphones,101
San Francisco,18,iPhone,50
San Francisco,19,20in Monitor,19
San Francisco,19,27in 4K Gaming Monitor,33
San Francisco,19,27in FHD Monitor,37
San Francisco,19,34in Ultrawide Monitor,32
San Francisco,19,AA Batteries (4-pack),120
San Francisco,19,AAA Batteries (4-pack),148
San Francisco,19,Apple Airpods Headphones,69
San Francisco,19,Bose SoundSport Headphones,55
San Francisco,19,Flatscreen TV,18
San Francisco,19,Google Phone,23
San Francisco,19,LG Dryer,4
San Francisco,19,LG Washing Machine,3
San Francisco,19,Lightning Charging Cable,120
San Francisco,19,Macbook Pro Laptop,27
San Francisco,19,ThinkPad Laptop,17
San Francisco,19,USB-C Charging Cable,114
San Francisco,19,Vareebadd Phone,9
San Francisco,19,Wired Headphones,116
San Francisco,19,iPhone,28
San Francisco,20,20in Monitor,10
San Francisco,20,27in 4K Gaming Monitor,34
San Francisco,20,27in FHD Monitor,37
San Francisco,20,34in Ultrawide Monitor,20
San Francisco,20,AA Batteries (4-pack),148
San Francisco,20,AAA Batteries (4-pack),155
San Francisco,20,Apple Airpods Headphones,86
San Francisco,20,Bose SoundSport Headphones,61
San Francisco,20,Flatscreen TV,17
San Francisco,20,Google Phone,20
San Francisco,20,LG Dryer,4
San Francisco,20,LG Washing Machine,2
San Francisco,20,Lightning Charging Cable,97
San Francisco,20,Macbook Pro Laptop,24
San Francisco,20,ThinkPad Laptop,19
San Francisco,20,USB-C Charging Cable,113
San Francisco,20,Vareebadd Phone,18
San Francisco,20,Wired Headphones,86
San Francisco,20,iPhone,36
San Francisco,21,20in Monitor,15
San Francisco,21,27in 4K Gaming Monitor,32
San Francisco,21,27in FHD Monitor,50
San Francisco,21,34in Ultrawide Monitor,20
San Francisco,21,AA Batteries (4-pack),125
San Francisco,21,AAA Batteries (4-pack),150
San Francisco,21,Apple Airpods Headphones,76
San Francisco,21,Bose SoundSport Headphones,53
San Francisco,21,Flatscreen TV,25
San Francisco,21,Google Phone,27
San Francisco,21,LG Dryer,4
San Francisco,21,LG Washing Machine,4
San Francisco,21,Lightning Charging Cable,130
San Francisco,21,Macbook Pro Laptop,33
San Francisco,21,ThinkPad Laptop,22
San Francisco,21,USB-C Charging Cable,124
San Francisco,21,Vareebadd Phone,12
San Francisco,21,Wired Headphones,95
San Francisco,21,iPhone,35
San Francisco,22,20in Monitor,20
San Francisco,22,27in 4K Gaming Monitor,27
San Francisco,22,27in FHD Monitor,28
San Francisco,22,34in Ultrawide Monitor,38
San Francisco,22,AA Batteries (4-pack),141
San Francisco,22,AAA Batteries (4-pack),170
San Francisco,22,Apple Airpods Headphones,65
San Francisco,22,Bose SoundSport Headphones,63
San Francisco,22,Flatscreen TV,21
San Francisco,22,Google Phone,26
San Francisco,22,LG Dryer,2
San Francisco,22,LG Washing Machine,4
San Francisco,22,Lightning Charging Cable,105
San Francisco,22,Macbook Pro Laptop,25
San Francisco,22,ThinkPad Laptop,15
San Francisco,22,USB-C Charging Cable,90
San Francisco,22,Vareebadd Phone,13
San Francisco,22,Wired Headphones,84
San Francisco,22,iPhone,34
San Francisco,23,20in Monitor,19
San Francisco,23,27in 4K Gaming Monitor,22
San Francisco,23,27in FHD Monitor,34
San Francisco,23,34in Ultrawide Monitor,26
San Francisco,23,AA Batteries (4-pack),105
San Francisco,23,AAA Batteries (4-pack),117
San Francisco,23,Apple Airpods Headphones,57
San Francisco,23,Bose SoundSport Headphones,61
San Francisco,23,Flatscreen TV,27
San Francisco,23,Google Phone,24
San Francisco,23,LG Dryer,1
San Francisco,23,LG Washing Machine,5
San Francisco,23,Lightning Charging Cable,94
San Francisco,23,Macbook Pro Laptop,18
San Francisco,23,ThinkPad Laptop,20
San Francisco,23,USB-C Charging Cable,79
San Francisco,23,Vareebadd Phone,12
San Francisco,23,Wired Headphones,91
San Francisco,23,iPhone,27
